항목,당기,전기,당기_num,전기_num,year,table_index,source
Ⅰ. 유 동 자 산,62054773,60603694,62054773.0,60603694.0,2014,11,감사보고서_2014.htm
1. 현금및현금성자산,1643318,2030307,1643318.0,2030307.0,2014,11,감사보고서_2014.htm
2. 단기금융상품,26454093,27463345,26454093.0,27463345.0,2014,11,감사보고서_2014.htm
3. 단기매도가능금융자산,2137533,1488527,2137533.0,1488527.0,2014,11,감사보고서_2014.htm
4. 매출채권,18940786,17748978,18940786.0,17748978.0,2014,11,감사보고서_2014.htm
5. 미수금,3218973,2734572,3218973.0,2734572.0,2014,11,감사보고서_2014.htm
6. 선급금,977114,1007685,977114.0,1007685.0,2014,11,감사보고서_2014.htm
7. 선급비용,1846360,1373140,1846360.0,1373140.0,2014,11,감사보고서_2014.htm
8. 재고자산,5553834,5880463,5553834.0,5880463.0,2014,11,감사보고서_2014.htm
9. 기타유동자산,821079,876677,821079.0,876677.0,2014,11,감사보고서_2014.htm
10. 매각예정분류자산,461683,-,461683.0,0.0,2014,11,감사보고서_2014.htm
Ⅱ. 비 유 동 자 산,102005810,94222263,102005810.0,94222263.0,2014,11,감사보고서_2014.htm
1. 장기매도가능금융자산,7106234,3956952,7106234.0,3956952.0,2014,11,감사보고서_2014.htm
"2. 종속기업, 관계기업 및 공동기업 투자",41857431,42258049,41857431.0,42258049.0,2014,11,감사보고서_2014.htm
3. 유형자산,43744259,41439372,43744259.0,41439372.0,2014,11,감사보고서_2014.htm
4. 무형자산,3051564,2495302,3051564.0,2495302.0,2014,11,감사보고서_2014.htm
5. 장기선급비용,4415935,2951813,4415935.0,2951813.0,2014,11,감사보고서_2014.htm
6. 순확정급여자산,135951,-,135951.0,0.0,2014,11,감사보고서_2014.htm
7. 기타비유동자산,1694436,1120775,1694436.0,1120775.0,2014,11,감사보고서_2014.htm
자 산 총 계,164060583,154825957,164060583.0,154825957.0,2014,11,감사보고서_2014.htm
Ⅰ. 유 동 부 채,28208638,27597944,28208638.0,27597944.0,2014,11,감사보고서_2014.htm
1. 매입채무,4677527,5742116,4677527.0,5742116.0,2014,11,감사보고서_2014.htm
2. 단기차입금,2928182,2811565,2928182.0,2811565.0,2014,11,감사보고서_2014.htm
3. 미지급금,6460166,5404573,6460166.0,5404573.0,2014,11,감사보고서_2014.htm
4. 선수금,139803,141582,139803.0,141582.0,2014,11,감사보고서_2014.htm
5. 예수금,596164,514235,596164.0,514235.0,2014,11,감사보고서_2014.htm
6. 미지급비용,7413148,5952745,7413148.0,5952745.0,2014,11,감사보고서_2014.htm
7. 미지급법인세,1707176,2207118,1707176.0,2207118.0,2014,11,감사보고서_2014.htm
8. 유동성사채,5304,5083,5304.0,5083.0,2014,11,감사보고서_2014.htm
9. 충당부채,4246054,4805193,4246054.0,4805193.0,2014,11,감사보고서_2014.htm
10. 기타유동부채,14855,13734,14855.0,13734.0,2014,11,감사보고서_2014.htm
11. 매각예정분류부채,20259,-,20259.0,0.0,2014,11,감사보고서_2014.htm
Ⅱ. 비 유 동 부 채,3174870,4857246,3174870.0,4857246.0,2014,11,감사보고서_2014.htm
1. 사채,63648,66079,63648.0,66079.0,2014,11,감사보고서_2014.htm
2. 장기미지급금,2305055,769002,2305055.0,769002.0,2014,11,감사보고서_2014.htm
3. 순확정급여부채,-,1500222,0.0,1500222.0,2014,11,감사보고서_2014.htm
4. 이연법인세부채,364366,1954171,364366.0,1954171.0,2014,11,감사보고서_2014.htm
5. 장기충당부채,437974,415718,437974.0,415718.0,2014,11,감사보고서_2014.htm
6. 기타비유동부채,3827,152054,3827.0,152054.0,2014,11,감사보고서_2014.htm
부 채 총 계,31383508,32455190,31383508.0,32455190.0,2014,11,감사보고서_2014.htm
Ⅰ. 자본금,897514,897514,897514.0,897514.0,2014,11,감사보고서_2014.htm
1. 우선주자본금,119467,119467,119467.0,119467.0,2014,11,감사보고서_2014.htm
2. 보통주자본금,778047,778047,778047.0,778047.0,2014,11,감사보고서_2014.htm
Ⅱ. 주식발행초과금,4403893,4403893,4403893.0,4403893.0,2014,11,감사보고서_2014.htm
Ⅲ. 이익잉여금,134464189,122029419,134464189.0,122029419.0,2014,11,감사보고서_2014.htm
Ⅳ. 기타자본항목,"(7,113,271)","(4,960,059)",-7113271.0,-4960059.0,2014,11,감사보고서_2014.htm
Ⅴ. 매각예정분류기타자본항목,24750,-,24750.0,0.0,2014,11,감사보고서_2014.htm
자 본 총 계,132677075,122370767,132677075.0,122370767.0,2014,11,감사보고서_2014.htm
부채와자본총계,164060583,154825957,164060583.0,154825957.0,2014,11,감사보고서_2014.htm
Ⅰ. 매 출 액,137825547.0,158372089.0,137825547.0,158372089.0,2014,14,감사보고서_2014.htm
Ⅱ. 매 출 원 가,99188713.0,110731528.0,99188713.0,110731528.0,2014,14,감사보고서_2014.htm
Ⅲ. 매 출 총 이 익,38636834.0,47640561.0,38636834.0,47640561.0,2014,14,감사보고서_2014.htm
판매비와관리비,24711840.0,25833556.0,24711840.0,25833556.0,2014,14,감사보고서_2014.htm
Ⅳ. 영 업 이 익,13924994.0,21807005.0,13924994.0,21807005.0,2014,14,감사보고서_2014.htm
기 타 수 익,3507303.0,3130308.0,3507303.0,3130308.0,2014,14,감사보고서_2014.htm
기 타 비 용,706929.0,792210.0,706929.0,792210.0,2014,14,감사보고서_2014.htm
금 융 수 익,4289118.0,3918900.0,4289118.0,3918900.0,2014,14,감사보고서_2014.htm
금 융 비 용,3733845.0,3846744.0,3733845.0,3846744.0,2014,14,감사보고서_2014.htm
Ⅴ. 법인세비용차감전순이익,17280641.0,24217259.0,17280641.0,24217259.0,2014,14,감사보고서_2014.htm
법 인 세 비 용,2688860.0,6287739.0,2688860.0,6287739.0,2014,14,감사보고서_2014.htm
Ⅵ. 당 기 순 이 익,14591781.0,17929520.0,14591781.0,17929520.0,2014,14,감사보고서_2014.htm
기본주당이익(단위:원),96784.0,118946.0,96784.0,118946.0,2014,14,감사보고서_2014.htm
희석주당이익(단위:원),96779.0,118921.0,96779.0,118921.0,2014,14,감사보고서_2014.htm
Ⅰ. 당기순이익,14591781,17929520,14591781.0,17929520.0,2014,17,감사보고서_2014.htm
Ⅱ. 기타포괄손익,"(1,026,468)","(269,819)",-1026468.0,-269819.0,2014,17,감사보고서_2014.htm
후속적으로 당기손익으로 재분류되지 않는 포괄손익,"(572,373)","(165,832)",-572373.0,-165832.0,2014,17,감사보고서_2014.htm
1. 순확정급여부채 재측정요소,"(572,373)","(165,832)",-572373.0,-165832.0,2014,17,감사보고서_2014.htm
후속적으로 당기손익으로 재분류되는 포괄손익,"(454,095)","(103,987)",-454095.0,-103987.0,2014,17,감사보고서_2014.htm
1. 매도가능금융자산평가손익,"(454,095)","(103,987)",-454095.0,-103987.0,2014,17,감사보고서_2014.htm
Ⅲ. 총포괄이익,13565313,17659701,13565313.0,17659701.0,2014,17,감사보고서_2014.htm
Ⅰ. 영업활동 현금흐름,18653817,28443058,18653817.0,28443058.0,2014,23,감사보고서_2014.htm
1. 영업에서 창출된 현금흐름,20854601,31520938,20854601.0,31520938.0,2014,23,감사보고서_2014.htm
가. 당기순이익,14591781,17929520,14591781.0,17929520.0,2014,23,감사보고서_2014.htm
나. 조정,10894724,13302395,10894724.0,13302395.0,2014,23,감사보고서_2014.htm
다. 영업활동으로 인한 자산부채의 변동,"(4,631,904)",289023,-4631904.0,289023.0,2014,23,감사보고서_2014.htm
2. 이자의 수취,854946,441659,854946.0,441659.0,2014,23,감사보고서_2014.htm
3. 이자의 지급,"(91,827)","(65,476)",-91827.0,-65476.0,2014,23,감사보고서_2014.htm
4. 배당금 수입,1505107,711925,1505107.0,711925.0,2014,23,감사보고서_2014.htm
5. 법인세 납부액,"(4,469,010)","(4,165,988)",-4469010.0,-4165988.0,2014,23,감사보고서_2014.htm
Ⅱ. 투자활동 현금흐름,"(15,951,220)","(27,325,848)",-15951220.0,-27325848.0,2014,23,감사보고서_2014.htm
1. 단기금융상품의 순감소(증가),2709251,"(14,062,772)",2709251.0,-14062772.0,2014,23,감사보고서_2014.htm
2. 단기매도가능금융자산의 순감소,435813,33633,435813.0,33633.0,2014,23,감사보고서_2014.htm
3. 장기매도가능금융자산의 처분,18729,1606436,18729.0,1606436.0,2014,23,감사보고서_2014.htm
4. 장기매도가능금융자산의 취득,"(3,673,800)","(1,253,174)",-3673800.0,-1253174.0,2014,23,감사보고서_2014.htm
"5. 종속기업, 관계기업 및 공동기업 투자의 처분",21411,57779,21411.0,57779.0,2014,23,감사보고서_2014.htm
"6. 종속기업, 관계기업 및 공동기업 투자의 취득","(1,236,303)","(2,882,883)",-1236303.0,-2882883.0,2014,23,감사보고서_2014.htm
7. 유형자산의 처분,195588,224663,195588.0,224663.0,2014,23,감사보고서_2014.htm
8. 유형자산의 취득,"(10,867,797)","(10,283,821)",-10867797.0,-10283821.0,2014,23,감사보고서_2014.htm
9. 무형자산의 처분,5176,917,5176.0,917.0,2014,23,감사보고서_2014.htm
10. 무형자산의 취득,"(1,254,109)","(748,080)",-1254109.0,-748080.0,2014,23,감사보고서_2014.htm
11. 기타 투자활동으로 인한 현금유출액,"(2,305,179)","(18,546)",-2305179.0,-18546.0,2014,23,감사보고서_2014.htm
Ⅲ. 재무활동 현금흐름,"(3,089,586)","(1,356,325)",-3089586.0,-1356325.0,2014,23,감사보고서_2014.htm
1. 단기차입금의 순차입(상환),170576,"(178,713)",170576.0,-178713.0,2014,23,감사보고서_2014.htm
2. 자기주식의 취득,"(1,125,322)",-,-1125322.0,0.0,2014,23,감사보고서_2014.htm
3. 주식선택권의 행사로 인한 자기주식의 처분,27582,34390,27582.0,34390.0,2014,23,감사보고서_2014.htm
4. 사채의 상환,"(5,274)","(5,356)",-5274.0,-5356.0,2014,23,감사보고서_2014.htm
5. 배당금의 지급,"(2,157,148)","(1,206,646)",-2157148.0,-1206646.0,2014,23,감사보고서_2014.htm
Ⅳ. 현금및현금성자산의 감소(Ⅰ+Ⅱ+Ⅲ),"(386,989)","(239,115)",-386989.0,-239115.0,2014,23,감사보고서_2014.htm
Ⅴ. 기초의 현금및현금성자산,2030307,2269422,2030307.0,2269422.0,2014,23,감사보고서_2014.htm
Ⅵ. 기말의 현금및현금성자산,1643318,2030307,1643318.0,2030307.0,2014,23,감사보고서_2014.htm
현금,580,580,580.0,580.0,2014,29,감사보고서_2014.htm
예금 등,1642738,2029727,1642738.0,2029727.0,2014,29,감사보고서_2014.htm
계,1643318,2030307,1643318.0,2030307.0,2014,29,감사보고서_2014.htm
평가손익(기타포괄손익),-,,0.0,,2014,41,감사보고서_2014.htm
평가/처분손익(당기손익),4267,,4267.0,,2014,41,감사보고서_2014.htm
평가손익(손익대체),-,,0.0,,2014,41,감사보고서_2014.htm
이자수익,-,,0.0,,2014,41,감사보고서_2014.htm
외환차이(당기손익),-,,0.0,,2014,41,감사보고서_2014.htm
배당수익,-,,0.0,,2014,41,감사보고서_2014.htm
손상/환입(당기손익),-,,0.0,,2014,41,감사보고서_2014.htm
평가손익(기타포괄손익),-,,0.0,,2014,45,감사보고서_2014.htm
평가/처분손익(당기손익),13859,,13859.0,,2014,45,감사보고서_2014.htm
평가손익(손익대체),-,,0.0,,2014,45,감사보고서_2014.htm
이자수익,-,,0.0,,2014,45,감사보고서_2014.htm
외환차이(당기손익),-,,0.0,,2014,45,감사보고서_2014.htm
배당수익,-,,0.0,,2014,45,감사보고서_2014.htm
손상/환입(당기손익),-,,0.0,,2014,45,감사보고서_2014.htm
"상환능력 우수, 최고",608089.0,988696.0,608089.0,988696.0,2014,49,감사보고서_2014.htm
상환능력 양호,417334.0,489932.0,417334.0,489932.0,2014,49,감사보고서_2014.htm
상환능력 적정,62244.0,51658.0,62244.0,51658.0,2014,49,감사보고서_2014.htm
상환 가능,957.0,2211.0,957.0,2211.0,2014,49,감사보고서_2014.htm
소 계,1088624.0,1532497.0,1088624.0,1532497.0,2014,49,감사보고서_2014.htm
Group 1,16703909.0,15873964.0,16703909.0,15873964.0,2014,49,감사보고서_2014.htm
Group 2,657351.0,59387.0,657351.0,59387.0,2014,49,감사보고서_2014.htm
Group 3,4845.0,1301.0,4845.0,1301.0,2014,49,감사보고서_2014.htm
소 계,17366105.0,15934652.0,17366105.0,15934652.0,2014,49,감사보고서_2014.htm
연체 및 손상되지 아니한 매출채권 합계,18454729.0,17467149.0,18454729.0,17467149.0,2014,49,감사보고서_2014.htm
상환능력 양호,28096690,29491966,28096690.0,29491966.0,2014,51,감사보고서_2014.htm
기타(*),141,1106,141.0,1106.0,2014,51,감사보고서_2014.htm
계,28096831,29493072,28096831.0,29493072.0,2014,51,감사보고서_2014.htm
기초금액,5445479,4877600,5445479.0,4877600.0,2014,55,감사보고서_2014.htm
취득,5602199,3752951,5602199.0,3752951.0,2014,55,감사보고서_2014.htm
처분,"(2,351,963)","(4,056,722)",-2351963.0,-4056722.0,2014,55,감사보고서_2014.htm
매도가능금융자산평가손익,"(514,077)",840908,-514077.0,840908.0,2014,55,감사보고서_2014.htm
손상,"(53,053)",-,-53053.0,0.0,2014,55,감사보고서_2014.htm
기타(*),1115182,30742,1115182.0,30742.0,2014,55,감사보고서_2014.htm
기말금액,9243767,5445479,9243767.0,5445479.0,2014,55,감사보고서_2014.htm
단기매도가능금융자산,2137533,1488527,2137533.0,1488527.0,2014,55,감사보고서_2014.htm
장기매도가능금융자산,7106234,3956952,7106234.0,3956952.0,2014,55,감사보고서_2014.htm
수익증권(*),1016878,1257492,1016878.0,1257492.0,2014,57,감사보고서_2014.htm
국공채,50256,180959,50256.0,180959.0,2014,57,감사보고서_2014.htm
금융채,1070399,50076,1070399.0,50076.0,2014,57,감사보고서_2014.htm
계,2137533,1488527,2137533.0,1488527.0,2014,57,감사보고서_2014.htm
채 권,952931,1232523,952931.0,1232523.0,2014,59,감사보고서_2014.htm
정 기 예 금,5438,364,5438.0,364.0,2014,59,감사보고서_2014.htm
콜 론,50760,15449,50760.0,15449.0,2014,59,감사보고서_2014.htm
기 타,7749,9156,7749.0,9156.0,2014,59,감사보고서_2014.htm
계,1016878,1257492,1016878.0,1257492.0,2014,59,감사보고서_2014.htm
기초잔액,7492,8873,7492.0,8873.0,2014,61,감사보고서_2014.htm
평가액,16990,7492,16990.0,7492.0,2014,61,감사보고서_2014.htm
손익반영액,"(7,492)","(8,873)",-7492.0,-8873.0,2014,61,감사보고서_2014.htm
기말잔액,16990,7492,16990.0,7492.0,2014,61,감사보고서_2014.htm
자본에 가감되는 법인세효과,"(4,112)","(1,813)",-4112.0,-1813.0,2014,61,감사보고서_2014.htm
계,12878,5679,12878.0,5679.0,2014,61,감사보고서_2014.htm
지분증권-상장주식,3981755,2715251,3981755.0,2715251.0,2014,63,감사보고서_2014.htm
지분증권-비상장주식,81933,288170,81933.0,288170.0,2014,63,감사보고서_2014.htm
채무증권(*),3042546,953531,3042546.0,953531.0,2014,63,감사보고서_2014.htm
계,7106234,3956952,7106234.0,3956952.0,2014,63,감사보고서_2014.htm
회사채,6541,3706,6541.0,3706.0,2014,69,감사보고서_2014.htm
국공채,272526,50356,272526.0,50356.0,2014,69,감사보고서_2014.htm
금융채,2763479,899469,2763479.0,899469.0,2014,69,감사보고서_2014.htm
계,3042546,953531,3042546.0,953531.0,2014,69,감사보고서_2014.htm
기초잔액,2237449,2373255,2237449.0,2373255.0,2014,71,감사보고서_2014.htm
평가액,"(531,067)",833416,-531067.0,833416.0,2014,71,감사보고서_2014.htm
손익반영액,"(77,501)","(969,222)",-77501.0,-969222.0,2014,71,감사보고서_2014.htm
기말잔액,1628881,2237449,1628881.0,2237449.0,2014,71,감사보고서_2014.htm
자본에 가감되는 법인세효과,"(394,189)","(541,463)",-394189.0,-541463.0,2014,71,감사보고서_2014.htm
계,1234692,1695986,1234692.0,1695986.0,2014,71,감사보고서_2014.htm
채권액,19136771,17946274,19136771.0,17946274.0,2014,73,감사보고서_2014.htm
차감: 대손충당금,"(195,985)","(197,296)",-195985.0,-197296.0,2014,73,감사보고서_2014.htm
소 계,18940786,17748978,18940786.0,17748978.0,2014,73,감사보고서_2014.htm
차감: 장기 채권,-,-,0.0,0.0,2014,73,감사보고서_2014.htm
유동항목,18940786,17748978,18940786.0,17748978.0,2014,73,감사보고서_2014.htm
기초,"(197,296)","(195,902)",-197296.0,-195902.0,2014,75,감사보고서_2014.htm
대손상각비(환입),740,"(3,212)",740.0,-3212.0,2014,75,감사보고서_2014.htm
제각,83,1818,83.0,1818.0,2014,75,감사보고서_2014.htm
기타,488,-,488.0,0.0,2014,75,감사보고서_2014.htm
기말,"(195,985)","(197,296)",-195985.0,-197296.0,2014,75,감사보고서_2014.htm
연체되지 않은 채권,21555813.0,19928606.0,21555813.0,19928606.0,2014,77,감사보고서_2014.htm
소 계,21555813.0,19928606.0,21555813.0,19928606.0,2014,77,감사보고서_2014.htm
31일 이하,249487.0,274870.0,249487.0,274870.0,2014,77,감사보고서_2014.htm
소 계,249487.0,274870.0,249487.0,274870.0,2014,77,감사보고서_2014.htm
31일 초과 90일 이하,167546.0,102753.0,167546.0,102753.0,2014,77,감사보고서_2014.htm
90일 초과,399797.0,416960.0,399797.0,416960.0,2014,77,감사보고서_2014.htm
소 계,567343.0,519713.0,567343.0,519713.0,2014,77,감사보고서_2014.htm
합 계,22372643.0,20723189.0,22372643.0,20723189.0,2014,77,감사보고서_2014.htm
제품 및 상품,1003347,1287058,1003347.0,1287058.0,2014,79,감사보고서_2014.htm
반제품 및 재공품,3544921,3118092,3544921.0,3118092.0,2014,79,감사보고서_2014.htm
원재료 및 저장품,1371893,1586769,1371893.0,1586769.0,2014,79,감사보고서_2014.htm
미착품,285295,248350,285295.0,248350.0,2014,79,감사보고서_2014.htm
계,6205456,6240269,6205456.0,6240269.0,2014,79,감사보고서_2014.htm
기초장부가액,42258049,39478292,42258049.0,39478292.0,2014,81,감사보고서_2014.htm
취득,1236303,2882883,1236303.0,2882883.0,2014,81,감사보고서_2014.htm
처분,"(48,869)","(115,779)",-48869.0,-115779.0,2014,81,감사보고서_2014.htm
손상(*1),"(82,616)","(52,286)",-82616.0,-52286.0,2014,81,감사보고서_2014.htm
기타변동액(*2),"(1,505,436)",64939,-1505436.0,64939.0,2014,81,감사보고서_2014.htm
기말장부가액,41857431,42258049,41857431.0,42258049.0,2014,81,감사보고서_2014.htm
삼성디스플레이,1698239,,1698239.0,,2014,85,감사보고서_2014.htm
Samsung Electronics America(SEA),"(80,403)",,-80403.0,,2014,85,감사보고서_2014.htm
Samsung (China) Investment(SCIC),162677,,162677.0,,2014,85,감사보고서_2014.htm
Samsung Electronics Europe Holding(SEEH),93605,,93605.0,,2014,85,감사보고서_2014.htm
Samsung (China) Semiconductor(SCS),166754,,166754.0,,2014,85,감사보고서_2014.htm
Samsung Electronics Huizhou(SEHZ),829880,,829880.0,,2014,85,감사보고서_2014.htm
Samsung Electronica da Amazonia(SEDA),887715,,887715.0,,2014,85,감사보고서_2014.htm
Samsung Asia Private(SAPL),1057873,,1057873.0,,2014,85,감사보고서_2014.htm
Samsung India Electronics(SIEL),428757,,428757.0,,2014,85,감사보고서_2014.htm
Shanghai Samsung Semiconductor(SSS),125239,,125239.0,,2014,85,감사보고서_2014.htm
Tianjin Samsung Telecom Technology(TSTC),510357,,510357.0,,2014,85,감사보고서_2014.htm
Samsung Electronics Slovakia(SESK),142416,,142416.0,,2014,85,감사보고서_2014.htm
Thai Samsung Electronics(TSE),202647,,202647.0,,2014,85,감사보고서_2014.htm
Samsung Electronics Europe Logistics(SELS),38209,,38209.0,,2014,85,감사보고서_2014.htm
Samsung Electronics Taiwan(SET),44559,,44559.0,,2014,85,감사보고서_2014.htm
삼성디스플레이,2400779,,2400779.0,,2014,87,감사보고서_2014.htm
Samsung Electronics America(SEA),70690,,70690.0,,2014,87,감사보고서_2014.htm
Samsung (China) Investment(SCIC),743369,,743369.0,,2014,87,감사보고서_2014.htm
Samsung Electronics Europe Holding(SEEH),"(17,863)",,-17863.0,,2014,87,감사보고서_2014.htm
Samsung Electronics Huizhou(SEHZ),1012728,,1012728.0,,2014,87,감사보고서_2014.htm
Samsung (China) Semiconductor(SCS),"(40,537)",,-40537.0,,2014,87,감사보고서_2014.htm
Samsung Electronica da Amazonia(SEDA),920157,,920157.0,,2014,87,감사보고서_2014.htm
Tianjin Samsung Telecom Technology(TSTC),767822,,767822.0,,2014,87,감사보고서_2014.htm
Samsung Asia Private(SAPL),674510,,674510.0,,2014,87,감사보고서_2014.htm
Samsung India Electronics(SIEL),324171,,324171.0,,2014,87,감사보고서_2014.htm
Samsung Electronics Europe Logistics(SELS),7613,,7613.0,,2014,87,감사보고서_2014.htm
Samsung Electronics Slovakia(SESK),140825,,140825.0,,2014,87,감사보고서_2014.htm
Samsung Electronics Mexico(SEM),9886,,9886.0,,2014,87,감사보고서_2014.htm
Thai Samsung Electronics(TSE),222389,,222389.0,,2014,87,감사보고서_2014.htm
Samsung Electronics Rus Company(SERC),"(11,137)",,-11137.0,,2014,87,감사보고서_2014.htm
삼성전기,17693084,1291595,17693084.0,1291595.0,2014,99,감사보고서_2014.htm
삼성카드,43393170,1622905,43393170.0,1622905.0,2014,99,감사보고서_2014.htm
삼성에스디에스(*),17472110,-,17472110.0,0.0,2014,99,감사보고서_2014.htm
삼성테크윈,13526935,735865,13526935.0,735865.0,2014,99,감사보고서_2014.htm
매출원가,8198563,7841434,8198563.0,7841434.0,2014,105,감사보고서_2014.htm
판매비와관리비 등,1020799,857429,1020799.0,857429.0,2014,105,감사보고서_2014.htm
계,9219362,8698863,9219362.0,8698863.0,2014,105,감사보고서_2014.htm
매출원가,495442,379378,495442.0,379378.0,2014,113,감사보고서_2014.htm
판매비와관리비 등,396086,365328,396086.0,365328.0,2014,113,감사보고서_2014.htm
합 계,891528,744706,891528.0,744706.0,2014,113,감사보고서_2014.htm
US$ denominated  Straight Bonds,7.7,"73,871 (US$ 70,000천)",7.7,,2014,117,감사보고서_2014.htm
기금이 적립되는 확정급여채무의 현재가치,5980071,4552971,5980071.0,4552971.0,2014,121,감사보고서_2014.htm
기금이 적립되지 않는 확정급여채무의 현재가치,20973,18832,20973.0,18832.0,2014,121,감사보고서_2014.htm
소 계,6001044,4571803,6001044.0,4571803.0,2014,121,감사보고서_2014.htm
사외적립자산의 공정가치,"(6,136,995)","(3,071,581)",-6136995.0,-3071581.0,2014,121,감사보고서_2014.htm
순확정급여부채(자산) 계,"(135,951)",1500222,-135951.0,1500222.0,2014,121,감사보고서_2014.htm
당기근무원가,720162,625313,720162.0,625313.0,2014,123,감사보고서_2014.htm
순이자원가,86492,68905,86492.0,68905.0,2014,123,감사보고서_2014.htm
과거근무원가,103264,-,103264.0,0.0,2014,123,감사보고서_2014.htm
계,909918,694218,909918.0,694218.0,2014,123,감사보고서_2014.htm
매출원가,339985,254605,339985.0,254605.0,2014,125,감사보고서_2014.htm
판매비와관리비 등,569933,439613,569933.0,439613.0,2014,125,감사보고서_2014.htm
계,909918,694218,909918.0,694218.0,2014,125,감사보고서_2014.htm
기초,4571803,3771030,4571803.0,3771030.0,2014,127,감사보고서_2014.htm
당기근무원가,720162,625313,720162.0,625313.0,2014,127,감사보고서_2014.htm
이자원가,246147,183385,246147.0,183385.0,2014,127,감사보고서_2014.htm
과거근무원가,103264,-,103264.0,0.0,2014,127,감사보고서_2014.htm
- 인구통계적가정의 변동으로 인한  보험수리적손익,55297,-,55297.0,0.0,2014,127,감사보고서_2014.htm
- 재무적가정의 변동으로 인한  보험수리적손익,560802,"(13,122)",560802.0,-13122.0,2014,127,감사보고서_2014.htm
- 기타사항에 의한 효과,72897,198415,72897.0,198415.0,2014,127,감사보고서_2014.htm
급여지급액,"(332,498)","(210,400)",-332498.0,-210400.0,2014,127,감사보고서_2014.htm
기타,3170,17182,3170.0,17182.0,2014,127,감사보고서_2014.htm
기말,6001044,4571803,6001044.0,4571803.0,2014,127,감사보고서_2014.htm
기초,3071581,2392925,3071581.0,2392925.0,2014,129,감사보고서_2014.htm
사외적립자산의 이자수익,159655,114480,159655.0,114480.0,2014,129,감사보고서_2014.htm
사외적립자산의 재측정요소,"(66,114)","(33,482)",-66114.0,-33482.0,2014,129,감사보고서_2014.htm
사용자의 기여금,3110119,707032,3110119.0,707032.0,2014,129,감사보고서_2014.htm
급여지급액,"(135,047)","(107,539)",-135047.0,-107539.0,2014,129,감사보고서_2014.htm
기타,"(3,199)","(1,835)",-3199.0,-1835.0,2014,129,감사보고서_2014.htm
기말,6136995,3071581,6136995.0,3071581.0,2014,129,감사보고서_2014.htm
1. 법정적립금,450789,450789,450789.0,450789.0,2014,143,감사보고서_2014.htm
이익준비금(*1),450789,450789,450789.0,450789.0,2014,143,감사보고서_2014.htm
2. 임의적립금,119496997,103724446,119496997.0,103724446.0,2014,143,감사보고서_2014.htm
재무구조개선적립금,204815,204815,204815.0,204815.0,2014,143,감사보고서_2014.htm
기업합리화적립금(*2),26512101,21512101,26512101.0,21512101.0,2014,143,감사보고서_2014.htm
해외시장개척준비금,510750,510750,510750.0,510750.0,2014,143,감사보고서_2014.htm
해외투자손실준비금,164982,164982,164982.0,164982.0,2014,143,감사보고서_2014.htm
연구및인력개발준비금(*3),59936458,51936458,59936458.0,51936458.0,2014,143,감사보고서_2014.htm
수출손실준비금,167749,167749,167749.0,167749.0,2014,143,감사보고서_2014.htm
자사주처분손실준비금,3100000,3100000,3100000.0,3100000.0,2014,143,감사보고서_2014.htm
시설적립금,28900142,26127591,28900142.0,26127591.0,2014,143,감사보고서_2014.htm
3. 미처분이익잉여금,14516403,17854184,14516403.0,17854184.0,2014,143,감사보고서_2014.htm
계,134464189,122029419,134464189.0,122029419.0,2014,143,감사보고서_2014.htm
Ⅰ. 미처분이익잉여금,14516403.0,17854184.0,14516403.0,17854184.0,2014,145,감사보고서_2014.htm
1. 전기이월이익잉여금,30,30,30.0,30.0,2014,145,감사보고서_2014.htm
2. 중간배당액  당기 - 주당배당금(률) : 500원(10%)  전기 - 주당배당금(률) : 500원(10%),"(75,408)","(75,366)",-75408.0,-75366.0,2014,145,감사보고서_2014.htm
3. 당기순이익,14591781,17929520,14591781.0,17929520.0,2014,145,감사보고서_2014.htm
Ⅱ. 이익잉여금처분액,14516373.0,17854154.0,14516373.0,17854154.0,2014,145,감사보고서_2014.htm
1. 기업합리화적립금,4000000,5000000,4000000.0,5000000.0,2014,145,감사보고서_2014.htm
"2. 배당금  주당배당금(률)  당기 - 보통주 : 19,500원(390%)  우선주 : 19,550원(391%)  전기 - 보통주 : 13,800원(276%)  우선주 : 13,850원(277%)",2924564,2081603,2924564.0,2081603.0,2014,145,감사보고서_2014.htm
3. 연구및인력개발준비금,6000000,8000000,6000000.0,8000000.0,2014,145,감사보고서_2014.htm
4. 시설적립금,1591809,2772551,1591809.0,2772551.0,2014,145,감사보고서_2014.htm
Ⅲ. 차기이월미처분이익잉여금,30.0,30.0,30.0,30.0,2014,145,감사보고서_2014.htm
배당받은주식,"130,962,651주","130,878,713주",130962651.0,130878713.0,2014,146,감사보고서_2014.htm
배당받은주식,"19,853,734주","19,853,734주",19853734.0,19853734.0,2014,146,감사보고서_2014.htm
배 당 률,10%,10%,10.0,10.0,2014,146,감사보고서_2014.htm
배 당 금 액 (백만원),65481,65439,65481.0,65439.0,2014,146,감사보고서_2014.htm
배 당 금 액 (백만원),9927,9927,9927.0,9927.0,2014,146,감사보고서_2014.htm
배 당 금 액 (백만원),75408,75366,75408.0,75366.0,2014,146,감사보고서_2014.htm
배당받을주식,"130,204,596주","130,915,121주",130204596.0,130915121.0,2014,147,감사보고서_2014.htm
배당받을주식,"19,722,484주","19,853,734주",19722484.0,19853734.0,2014,147,감사보고서_2014.htm
배 당 률,390%,276%,390.0,276.0,2014,147,감사보고서_2014.htm
