항목,당기,전기,당기_num,전기_num,year,table_index,source
1. 매도가능금융자산평가손익,"(421,577)","(626,344)",-421577.0,-626344.0,2016,17,감사보고서_2016.htm
Ⅲ. 총포괄이익,11887806,11837173,11887806.0,11837173.0,2016,17,감사보고서_2016.htm
Ⅰ. 영업활동 현금흐름,23984804,19287521,23984804.0,19287521.0,2016,23,감사보고서_2016.htm
1. 영업에서 창출된 현금흐름,24901464,19756969,24901464.0,19756969.0,2016,23,감사보고서_2016.htm
가. 당기순이익,11579749,12238469,11579749.0,12238469.0,2016,23,감사보고서_2016.htm
나. 조정,14910093,13087462,14910093.0,13087462.0,2016,23,감사보고서_2016.htm
다. 영업활동으로 인한 자산부채의 변동,"(1,588,378)","(5,568,962)",-1588378.0,-5568962.0,2016,23,감사보고서_2016.htm
2. 이자의 수취,622118,890456,622118.0,890456.0,2016,23,감사보고서_2016.htm
3. 이자의 지급,"(208,010)","(153,195)",-208010.0,-153195.0,2016,23,감사보고서_2016.htm
4. 배당금 수입,903758,1914856,903758.0,1914856.0,2016,23,감사보고서_2016.htm
5. 법인세 납부액,"(2,234,526)","(3,121,565)",-2234526.0,-3121565.0,2016,23,감사보고서_2016.htm
Ⅱ. 투자활동 현금흐름,"(14,240,450)","(14,003,962)",-14240450.0,-14003962.0,2016,23,감사보고서_2016.htm
1. 단기금융상품의 순증가,"(1,407,068)","(2,309,495)",-1407068.0,-2309495.0,2016,23,감사보고서_2016.htm
2. 단기매도가능금융자산의 처분,3010003,2143384,3010003.0,2143384.0,2016,23,감사보고서_2016.htm
3. 장기금융상품의 처분,700000,1700000,700000.0,1700000.0,2016,23,감사보고서_2016.htm
4. 장기금융상품의 취득,"(1,700,000)",-,-1700000.0,0.0,2016,23,감사보고서_2016.htm
5. 장기매도가능금융자산의 처분,692547,78885,692547.0,78885.0,2016,23,감사보고서_2016.htm
6. 장기매도가능금융자산의 취득,"(477,744)","(17,303)",-477744.0,-17303.0,2016,23,감사보고서_2016.htm
"7. 종속기업, 관계기업 및 공동기업 투자의 처분",2416678,311310,2416678.0,311310.0,2016,23,감사보고서_2016.htm
"8. 종속기업, 관계기업 및 공동기업 투자의 취득","(4,648,008)","(2,334,935)",-4648008.0,-2334935.0,2016,23,감사보고서_2016.htm
9. 유형자산의 처분,335288,473836,335288.0,473836.0,2016,23,감사보고서_2016.htm
10. 유형자산의 취득,"(12,161,084)","(12,887,965)",-12161084.0,-12887965.0,2016,23,감사보고서_2016.htm
11. 무형자산의 처분,6357,990,6357.0,990.0,2016,23,감사보고서_2016.htm
12. 무형자산의 취득,"(1,046,676)","(1,365,674)",-1046676.0,-1365674.0,2016,23,감사보고서_2016.htm
13. 현금의 기타유입,39257,203005,39257.0,203005.0,2016,23,감사보고서_2016.htm
Ⅲ. 재무활동 현금흐름,"(9,037,006)","(3,854,887)",-9037006.0,-3854887.0,2016,23,감사보고서_2016.htm
1. 단기차입금의 순증가,1737871,4236095,1737871.0,4236095.0,2016,23,감사보고서_2016.htm
2. 자기주식의 취득,"(7,707,938)","(5,015,112)",-7707938.0,-5015112.0,2016,23,감사보고서_2016.htm
3. 자기주식의 처분,-,3034,0.0,3034.0,2016,23,감사보고서_2016.htm
4. 사채의 상환,"(5,860)","(5,496)",-5860.0,-5496.0,2016,23,감사보고서_2016.htm
5. 배당금의 지급,"(3,061,079)","(3,073,408)",-3061079.0,-3073408.0,2016,23,감사보고서_2016.htm
Ⅳ. 외화환산으로 인한 현금의 변동,8063,"(9,030)",8063.0,-9030.0,2016,23,감사보고서_2016.htm
Ⅴ. 현금및현금성자산의 증가 (Ⅰ+Ⅱ+Ⅲ),715411,1419642,715411.0,1419642.0,2016,23,감사보고서_2016.htm
Ⅵ. 기초의 현금및현금성자산,3062960,1643318,3062960.0,1643318.0,2016,23,감사보고서_2016.htm
Ⅶ. 기말의 현금및현금성자산,3778371,3062960,3778371.0,3062960.0,2016,23,감사보고서_2016.htm
현금,558,572,558.0,572.0,2016,31,감사보고서_2016.htm
예금 등,3777813,3062388,3777813.0,3062388.0,2016,31,감사보고서_2016.htm
계,3778371,3062960,3778371.0,3062960.0,2016,31,감사보고서_2016.htm
평가손익(기타포괄손익),-,,0.0,,2016,43,감사보고서_2016.htm
평가/처분손익(당기손익),-,,0.0,,2016,43,감사보고서_2016.htm
평가손익(손익대체),-,,0.0,,2016,43,감사보고서_2016.htm
이자수익,-,,0.0,,2016,43,감사보고서_2016.htm
외환차이(당기손익),-,,0.0,,2016,43,감사보고서_2016.htm
배당수익,-,,0.0,,2016,43,감사보고서_2016.htm
손상/환입(당기손익),-,,0.0,,2016,43,감사보고서_2016.htm
평가손익(기타포괄손익),-,,0.0,,2016,47,감사보고서_2016.htm
평가/처분손익(당기손익),-,,0.0,,2016,47,감사보고서_2016.htm
평가손익(손익대체),-,,0.0,,2016,47,감사보고서_2016.htm
이자수익,-,,0.0,,2016,47,감사보고서_2016.htm
외환차이(당기손익),-,,0.0,,2016,47,감사보고서_2016.htm
배당수익,-,,0.0,,2016,47,감사보고서_2016.htm
손상/환입(당기손익),-,,0.0,,2016,47,감사보고서_2016.htm
"상환능력 우수, 최고수준",4300050,2402038,4300050.0,2402038.0,2016,53,감사보고서_2016.htm
상환능력 양호,29647713,28423808,29647713.0,28423808.0,2016,53,감사보고서_2016.htm
기타(*),706,131,706.0,131.0,2016,53,감사보고서_2016.htm
계,33948469,30825977,33948469.0,30825977.0,2016,53,감사보고서_2016.htm
기초금액,6226493,9243767,6226493.0,9243767.0,2016,57,감사보고서_2016.htm
취득,512092,17303,512092.0,17303.0,2016,57,감사보고서_2016.htm
처분,"(3,577,711)","(2,197,268)",-3577711.0,-2197268.0,2016,57,감사보고서_2016.htm
매도가능금융자산평가,"(493,374)","(759,931)",-493374.0,-759931.0,2016,57,감사보고서_2016.htm
손상,"(302,229)",(326),-302229.0,-326.0,2016,57,감사보고서_2016.htm
기타 (*),"(1,451,282)","(77,052)",-1451282.0,-77052.0,2016,57,감사보고서_2016.htm
기말금액,913989,6226493,913989.0,6226493.0,2016,57,감사보고서_2016.htm
단기매도가능금융자산,-,3021210,0.0,3021210.0,2016,57,감사보고서_2016.htm
장기매도가능금융자산,913989,3205283,913989.0,3205283.0,2016,57,감사보고서_2016.htm
기초잔액,819561,1645871,819561.0,1645871.0,2016,59,감사보고서_2016.htm
평가액,"(493,374)","(759,931)",-493374.0,-759931.0,2016,59,감사보고서_2016.htm
손익반영액,"(62,797)","(66,379)",-62797.0,-66379.0,2016,59,감사보고서_2016.htm
기말잔액,263390,819561,263390.0,819561.0,2016,59,감사보고서_2016.htm
자본에 가감되는 법인세효과,"(63,740)","(198,334)",-63740.0,-198334.0,2016,59,감사보고서_2016.htm
계,199650,621227,199650.0,621227.0,2016,59,감사보고서_2016.htm
국공채,-,271373,0.0,271373.0,2016,61,감사보고서_2016.htm
금융채,-,2749837,0.0,2749837.0,2016,61,감사보고서_2016.htm
계,-,3021210,0.0,3021210.0,2016,61,감사보고서_2016.htm
지분증권-상장주식,797693,3104942,797693.0,3104942.0,2016,63,감사보고서_2016.htm
지분증권-비상장주식,112075,88213,112075.0,88213.0,2016,63,감사보고서_2016.htm
채무증권(*),4221,12128,4221.0,12128.0,2016,63,감사보고서_2016.htm
계,913989,3205283,913989.0,3205283.0,2016,63,감사보고서_2016.htm
기협기술금융,1000000,5000,1000000.0,5000.0,2016,67,감사보고서_2016.htm
부산신항만(*1),-,5677,0.0,5677.0,2016,67,감사보고서_2016.htm
삼성벤처투자,980000,7207,980000.0,7207.0,2016,67,감사보고서_2016.htm
말타니(구 태원전기산업),45000,15860,45000.0,15860.0,2016,67,감사보고서_2016.htm
채권액,23771781,20463848,23771781.0,20463848.0,2016,71,감사보고서_2016.htm
차감: 대손충당금,"(257,769)","(212,384)",-257769.0,-212384.0,2016,71,감사보고서_2016.htm
소 계,23514012,20251464,23514012.0,20251464.0,2016,71,감사보고서_2016.htm
차감: 장기 채권,-,-,0.0,0.0,2016,71,감사보고서_2016.htm
유동항목,23514012,20251464,23514012.0,20251464.0,2016,71,감사보고서_2016.htm
기초,212384,195985,212384.0,195985.0,2016,73,감사보고서_2016.htm
대손상각(환입),48063,17479,48063.0,17479.0,2016,73,감사보고서_2016.htm
제각,(233),"(1,573)",-233.0,-1573.0,2016,73,감사보고서_2016.htm
기타,"(2,445)",493,-2445.0,493.0,2016,73,감사보고서_2016.htm
기말,257769,212384,257769.0,212384.0,2016,73,감사보고서_2016.htm
연체되지 않은 채권,25712085.0,22129307.0,25712085.0,22129307.0,2016,75,감사보고서_2016.htm
소 계,25712085.0,22129307.0,25712085.0,22129307.0,2016,75,감사보고서_2016.htm
31일 이하,178853.0,254760.0,178853.0,254760.0,2016,75,감사보고서_2016.htm
소 계,178853.0,254760.0,178853.0,254760.0,2016,75,감사보고서_2016.htm
31일 초과 90일 이하,52622.0,204437.0,52622.0,204437.0,2016,75,감사보고서_2016.htm
90일 초과,168879.0,381536.0,168879.0,381536.0,2016,75,감사보고서_2016.htm
소 계,221501.0,585973.0,221501.0,585973.0,2016,75,감사보고서_2016.htm
계,26112439.0,22970040.0,26112439.0,22970040.0,2016,75,감사보고서_2016.htm
제품 및 상품,2698363,1597328,2698363.0,1597328.0,2016,77,감사보고서_2016.htm
반제품 및 재공품,3152821,4070557,3152821.0,4070557.0,2016,77,감사보고서_2016.htm
원재료 및 저장품,1409118,1229839,1409118.0,1229839.0,2016,77,감사보고서_2016.htm
미착품,362294,174395,362294.0,174395.0,2016,77,감사보고서_2016.htm
계,7622596,7072119,7622596.0,7072119.0,2016,77,감사보고서_2016.htm
기초장부가액,44107398,41857431,44107398.0,41857431.0,2016,79,감사보고서_2016.htm
취득,4648008,2334935,4648008.0,2334935.0,2016,79,감사보고서_2016.htm
처분(*1),"(1,544,673)","(68,994)",-1544673.0,-68994.0,2016,79,감사보고서_2016.htm
손상,"(19,262)","(15,974)",-19262.0,-15974.0,2016,79,감사보고서_2016.htm
기타변동액(*2),1551608,-,1551608.0,0.0,2016,79,감사보고서_2016.htm
기말장부가액,48743079,44107398,48743079.0,44107398.0,2016,79,감사보고서_2016.htm
삼성디스플레이,1498628,,1498628.0,,2016,83,감사보고서_2016.htm
Samsung Electronics America(SEA),246141,,246141.0,,2016,83,감사보고서_2016.htm
Samsung (China) Investment(SCIC),298373,,298373.0,,2016,83,감사보고서_2016.htm
Samsung (China) Semiconductor(SCS),1113218,,1113218.0,,2016,83,감사보고서_2016.htm
Samsung Electronics Vietnam(SEV),2046280,,2046280.0,,2016,83,감사보고서_2016.htm
Samsung Electronics Europe Holding(SEEH),350974,,350974.0,,2016,83,감사보고서_2016.htm
Samsung Semiconductor(SSI),30247,,30247.0,,2016,83,감사보고서_2016.htm
Samsung Electronics Vietnam THAINGUYEN(SEVT),2641418,,2641418.0,,2016,83,감사보고서_2016.htm
Samsung Electronics Huizhou(SEHZ),764426,,764426.0,,2016,83,감사보고서_2016.htm
Shanghai Samsung Semiconductor(SSS),181041,,181041.0,,2016,83,감사보고서_2016.htm
Samsung Asia Private(SAPL),1056956,,1056956.0,,2016,83,감사보고서_2016.htm
Samsung Electronica da Amazonia(SEDA),966821,,966821.0,,2016,83,감사보고서_2016.htm
Samsung Austin Semiconductor(SAS),104747,,104747.0,,2016,83,감사보고서_2016.htm
Samsung India Electronics(SIEL),753164,,753164.0,,2016,83,감사보고서_2016.htm
Samsung Display Vietnam(SDV),"(98,102)",,-98102.0,,2016,83,감사보고서_2016.htm
삼성디스플레이,1673165,,1673165.0,,2016,85,감사보고서_2016.htm
Samsung Electronics America(SEA),268083,,268083.0,,2016,85,감사보고서_2016.htm
Samsung (China) Investment(SCIC),"(77,629)",,-77629.0,,2016,85,감사보고서_2016.htm
Samsung (China) Semiconductor(SCS),171644,,171644.0,,2016,85,감사보고서_2016.htm
Samsung Electronics Europe Holding(SEEH),"(31,925)",,-31925.0,,2016,85,감사보고서_2016.htm
Samsung Electronics Huizhou(SEHZ),722700,,722700.0,,2016,85,감사보고서_2016.htm
Samsung Asia Private(SAPL),957734,,957734.0,,2016,85,감사보고서_2016.htm
Shanghai Samsung Semiconductor(SSS),141232,,141232.0,,2016,85,감사보고서_2016.htm
Samsung India Electronics(SIEL),326462,,326462.0,,2016,85,감사보고서_2016.htm
Samsung Electronica da Amazonia(SEDA),322939,,322939.0,,2016,85,감사보고서_2016.htm
Samsung Suzhou LCD(SSL),76099,,76099.0,,2016,85,감사보고서_2016.htm
Tianjin Samsung Telecom Technology(TSTC),146972,,146972.0,,2016,85,감사보고서_2016.htm
Samsung Electronics Europe Logistics(SELS),"(7,745)",,-7745.0,,2016,85,감사보고서_2016.htm
Thai Samsung Electronics(TSE),179527,,179527.0,,2016,85,감사보고서_2016.htm
Samsung Electronics Slovakia(SESK),107968,,107968.0,,2016,85,감사보고서_2016.htm
매출원가,8785969,8984330,8785969.0,8984330.0,2016,103,감사보고서_2016.htm
판매비와관리비 등,1162578,1105418,1162578.0,1105418.0,2016,103,감사보고서_2016.htm
계,9948547,10089748,9948547.0,10089748.0,2016,103,감사보고서_2016.htm
매출원가,875868,728470,875868.0,728470.0,2016,111,감사보고서_2016.htm
판매비와관리비 등,267562,272068,267562.0,272068.0,2016,111,감사보고서_2016.htm
계,1143430,1000538,1143430.0,1000538.0,2016,111,감사보고서_2016.htm
US$ denominated  Straight Bonds,7.7,"70,320 (US$60,000천)",7.7,,2016,115,감사보고서_2016.htm
기금이 적립되는 확정급여채무의 현재가치,5687413,6113042,5687413.0,6113042.0,2016,119,감사보고서_2016.htm
기금이 적립되지 않는 확정급여채무의 현재가치,9247,10734,9247.0,10734.0,2016,119,감사보고서_2016.htm
소 계,5696660,6123776,5696660.0,6123776.0,2016,119,감사보고서_2016.htm
사외적립자산의 공정가치,"(6,253,751)","(6,179,950)",-6253751.0,-6179950.0,2016,119,감사보고서_2016.htm
순확정급여(자산) 계,"(557,091)","(56,174)",-557091.0,-56174.0,2016,119,감사보고서_2016.htm
당기근무원가,810636,864601,810636.0,864601.0,2016,121,감사보고서_2016.htm
순이자수익,"(3,981)","(8,880)",-3981.0,-8880.0,2016,121,감사보고서_2016.htm
계,806655,855721,806655.0,855721.0,2016,121,감사보고서_2016.htm
매출원가,316254,338636,316254.0,338636.0,2016,123,감사보고서_2016.htm
판매비와관리비 등,490401,517085,490401.0,517085.0,2016,123,감사보고서_2016.htm
계,806655,855721,806655.0,855721.0,2016,123,감사보고서_2016.htm
기초,6123776,6001044,6123776.0,6001044.0,2016,125,감사보고서_2016.htm
당기근무원가,810636,864601,810636.0,864601.0,2016,125,감사보고서_2016.htm
이자원가,233484,257507,233484.0,257507.0,2016,125,감사보고서_2016.htm
- 인구통계적가정의 변동으로 인한  보험수리적손익,-,150,0.0,150.0,2016,125,감사보고서_2016.htm
- 재무적가정의 변동으로 인한  보험수리적손익,"(859,907)","(279,851)",-859907.0,-279851.0,2016,125,감사보고서_2016.htm
- 기타사항에 의한 효과,"(202,999)","(133,905)",-202999.0,-133905.0,2016,125,감사보고서_2016.htm
급여지급액,"(375,689)","(590,134)",-375689.0,-590134.0,2016,125,감사보고서_2016.htm
기타,"(32,641)",4364,-32641.0,4364.0,2016,125,감사보고서_2016.htm
기말,5696660,6123776,5696660.0,6123776.0,2016,125,감사보고서_2016.htm
기초,6179950,6136995,6179950.0,6136995.0,2016,127,감사보고서_2016.htm
사외적립자산의 이자수익,237465,266387,237465.0,266387.0,2016,127,감사보고서_2016.htm
사외적립자산의 재측정요소,"(100,328)","(116,709)",-100328.0,-116709.0,2016,127,감사보고서_2016.htm
사용자의 기여금,308300,146000,308300.0,146000.0,2016,127,감사보고서_2016.htm
급여지급액,"(336,449)","(244,080)",-336449.0,-244080.0,2016,127,감사보고서_2016.htm
기타,"(35,187)","(8,643)",-35187.0,-8643.0,2016,127,감사보고서_2016.htm
기말,6253751,6179950,6253751.0,6179950.0,2016,127,감사보고서_2016.htm
1. 법정적립금,450789,450789,450789.0,450789.0,2016,145,감사보고서_2016.htm
이익준비금(*1),450789,450789,450789.0,450789.0,2016,145,감사보고서_2016.htm
2. 임의적립금,140258537,131088805,140258537.0,131088805.0,2016,145,감사보고서_2016.htm
재무구조개선적립금,204815,204815,204815.0,204815.0,2016,145,감사보고서_2016.htm
기업합리화적립금(*2),33512101,30512101,33512101.0,30512101.0,2016,145,감사보고서_2016.htm
해외시장개척준비금,510750,510750,510750.0,510750.0,2016,145,감사보고서_2016.htm
해외투자손실준비금,164982,164982,164982.0,164982.0,2016,145,감사보고서_2016.htm
연구및인력개발준비금,70936458,65936458,70936458.0,65936458.0,2016,145,감사보고서_2016.htm
수출손실준비금,167749,167749,167749.0,167749.0,2016,145,감사보고서_2016.htm
자사주처분손실준비금,3100000,3100000,3100000.0,3100000.0,2016,145,감사보고서_2016.htm
시설적립금,31661682,30491950,31661682.0,30491950.0,2016,145,감사보고서_2016.htm
3. 미처분이익잉여금,38248,12089583,38248.0,12089583.0,2016,145,감사보고서_2016.htm
계,140747574,143629177,140747574.0,143629177.0,2016,145,감사보고서_2016.htm
Ⅰ. 미처분이익잉여금,38248.0,12089583,38248.0,12089583.0,2016,147,감사보고서_2016.htm
1. 전기이월이익잉여금,30,30,30.0,30.0,2016,147,감사보고서_2016.htm
"2. 분기배당금  당기 - 주당배당금(률) : 1,000원(20%)  전기 - 주당배당금(률) : 1,000원(20%)","(141,540)","(148,916)",-141540.0,-148916.0,2016,147,감사보고서_2016.htm
3. 자기주식 소각,"(11,399,991)",-,-11399991.0,0.0,2016,147,감사보고서_2016.htm
4. 당기순이익,11579749,12238469,11579749.0,12238469.0,2016,147,감사보고서_2016.htm
Ⅱ. 임의적립금 등의 이입액,3812135.0,-,3812135.0,0.0,2016,147,감사보고서_2016.htm
1. 기업합리화적립금,3812135,-,3812135.0,0.0,2016,147,감사보고서_2016.htm
Ⅲ. 이익잉여금처분액,3850352.0,12089553,3850352.0,12089553.0,2016,147,감사보고서_2016.htm
1. 기업합리화적립금,-,3000000,0.0,3000000.0,2016,147,감사보고서_2016.htm
"2. 배당금  주당배당금(률)  당기 - 보통주 : 27,500원(550%)  우선주 : 27,550원(551%)  전기 - 보통주 : 20,000원(400%)  우선주 : 20,050원(401%)",3850352,2919821,3850352.0,2919821.0,2016,147,감사보고서_2016.htm
3. 연구및인력개발준비금,-,5000000,0.0,5000000.0,2016,147,감사보고서_2016.htm
4. 시설적립금,-,1169732,0.0,1169732.0,2016,147,감사보고서_2016.htm
Ⅳ. 차기이월미처분이익잉여금,31.0,30,31.0,30.0,2016,147,감사보고서_2016.htm
배당받은주식,"123,958,561주","129,312,651주",123958561.0,129312651.0,2016,149,감사보고서_2016.htm
배당받은주식,"17,580,920주","19,603,734주",17580920.0,19603734.0,2016,149,감사보고서_2016.htm
배당률(액면가 기준),20%,20%,20.0,20.0,2016,149,감사보고서_2016.htm
배당금액,123958,129313,123958.0,129313.0,2016,149,감사보고서_2016.htm
배당금액,17581,19603,17581.0,19603.0,2016,149,감사보고서_2016.htm
배당금액,141539,148916,141539.0,148916.0,2016,149,감사보고서_2016.htm
배당받을주식,"122,697,651주","127,396,848주",122697651.0,127396848.0,2016,151,감사보고서_2016.htm
배당받을주식,"17,283,734주","18,547,833주",17283734.0,18547833.0,2016,151,감사보고서_2016.htm
배당률(액면가 기준),550%,400%,550.0,400.0,2016,151,감사보고서_2016.htm
배당률(액면가 기준),551%,401%,551.0,401.0,2016,151,감사보고서_2016.htm
배당금액,3374185,2547937,3374185.0,2547937.0,2016,151,감사보고서_2016.htm
배당금액,476167,371884,476167.0,371884.0,2016,151,감사보고서_2016.htm
배당금액,3850352,2919821,3850352.0,2919821.0,2016,151,감사보고서_2016.htm
자기주식,"(9,750,326)","(13,442,379)",-9750326.0,-13442379.0,2016,153,감사보고서_2016.htm
매도가능금융자산평가이익,199649,597429,199649.0,597429.0,2016,153,감사보고서_2016.htm
순확정급여부채 재측정요소,"(711,950)","(1,441,584)",-711950.0,-1441584.0,2016,153,감사보고서_2016.htm
기타,1760408,1760408,1760408.0,1760408.0,2016,153,감사보고서_2016.htm
계,"(8,502,219)","(12,526,126)",-8502219.0,-12526126.0,2016,153,감사보고서_2016.htm
제품 및 재공품 등의 변동,754751,"(1,240,835)",754751.0,-1240835.0,2016,157,감사보고서_2016.htm
원재료 등의 사용액 및 상품 매입액 등,72357330,75270960,72357330.0,75270960.0,2016,157,감사보고서_2016.htm
급여,10161393,9392523,10161393.0,9392523.0,2016,157,감사보고서_2016.htm
퇴직급여,813704,862227,813704.0,862227.0,2016,157,감사보고서_2016.htm
감가상각비,9948547,10089748,9948547.0,10089748.0,2016,157,감사보고서_2016.htm
무형자산상각비,1143430,1000538,1143430.0,1000538.0,2016,157,감사보고서_2016.htm
복리후생비,1445746,1700054,1445746.0,1700054.0,2016,157,감사보고서_2016.htm
지급수수료,3279835,3450096,3279835.0,3450096.0,2016,157,감사보고서_2016.htm
기타비용,20395032,21281519,20395032.0,21281519.0,2016,157,감사보고서_2016.htm
계(*),120299768,121806830,120299768.0,121806830.0,2016,157,감사보고서_2016.htm
급여,1971689,1795010,1971689.0,1795010.0,2016,159,감사보고서_2016.htm
퇴직급여,155563,161681,155563.0,161681.0,2016,159,감사보고서_2016.htm
지급수수료,3279835,3450096,3279835.0,3450096.0,2016,159,감사보고서_2016.htm
감가상각비,324114,301743,324114.0,301743.0,2016,159,감사보고서_2016.htm
무형자산상각비,126451,137028,126451.0,137028.0,2016,159,감사보고서_2016.htm
광고선전비,766171,586030,766171.0,586030.0,2016,159,감사보고서_2016.htm
판매촉진비,1191542,1143870,1191542.0,1143870.0,2016,159,감사보고서_2016.htm
운반비,528744,587136,528744.0,587136.0,2016,159,감사보고서_2016.htm
서비스비,683992,577794,683992.0,577794.0,2016,159,감사보고서_2016.htm
기타판매비와관리비,1856967,1799573,1856967.0,1799573.0,2016,159,감사보고서_2016.htm
소계,10885068,10539961,10885068.0,10539961.0,2016,159,감사보고서_2016.htm
연구개발 총지출액,12805018,12750592,12805018.0,12750592.0,2016,159,감사보고서_2016.htm
개발비 자산화,"(680,962)","(1,143,059)",-680962.0,-1143059.0,2016,159,감사보고서_2016.htm
소계,12124056,11607533,12124056.0,11607533.0,2016,159,감사보고서_2016.htm
계,23009124,22147494,23009124.0,22147494.0,2016,159,감사보고서_2016.htm
배당금수익,560096.0,570696.0,560096.0,570696.0,2016,161,감사보고서_2016.htm
임대료수익,106813.0,90416.0,106813.0,90416.0,2016,161,감사보고서_2016.htm
투자자산처분이익,1052890.0,60326.0,1052890.0,60326.0,2016,161,감사보고서_2016.htm
유형자산처분이익,179071.0,191254.0,179071.0,191254.0,2016,161,감사보고서_2016.htm
매각예정분류자산처분이익,69924.0,336777.0,69924.0,336777.0,2016,161,감사보고서_2016.htm
기타,216806.0,293721.0,216806.0,293721.0,2016,161,감사보고서_2016.htm
계,2185600.0,1543190.0,2185600.0,1543190.0,2016,161,감사보고서_2016.htm
유형자산처분손실,23098.0,45766.0,23098.0,45766.0,2016,161,감사보고서_2016.htm
기부금,334549.0,374843.0,334549.0,374843.0,2016,161,감사보고서_2016.htm
무형자산손상차손,449297.0,155980.0,449297.0,155980.0,2016,161,감사보고서_2016.htm
투자자산손상차손,321490.0,19436.0,321490.0,19436.0,2016,161,감사보고서_2016.htm
기타,161160.0,196033.0,161160.0,196033.0,2016,161,감사보고서_2016.htm
계,1289594.0,792058.0,1289594.0,792058.0,2016,161,감사보고서_2016.htm
이자수익,575617.0,726410.0,575617.0,726410.0,2016,163,감사보고서_2016.htm
- 대여금및수취채권,547658.0,632241.0,547658.0,632241.0,2016,163,감사보고서_2016.htm
- 매도가능금융자산,27959.0,94169.0,27959.0,94169.0,2016,163,감사보고서_2016.htm
외환차이,5228134.0,4190975.0,5228134.0,4190975.0,2016,163,감사보고서_2016.htm
계,5803751.0,4917385.0,5803751.0,4917385.0,2016,163,감사보고서_2016.htm
이자비용,331517.0,288345.0,331517.0,288345.0,2016,163,감사보고서_2016.htm
- 상각후원가로 측정하는 금융부채,127164.0,121180.0,127164.0,121180.0,2016,163,감사보고서_2016.htm
- 기타 금융부채,204353.0,167165.0,204353.0,167165.0,2016,163,감사보고서_2016.htm
외환차이,5290602.0,4425770.0,5290602.0,4425770.0,2016,163,감사보고서_2016.htm
계,5622119.0,4714115.0,5622119.0,4714115.0,2016,163,감사보고서_2016.htm
기간손익에 대한 당기법인세,2730152,3209758,2730152.0,3209758.0,2016,165,감사보고서_2016.htm
당기에 인식한 조정사항,"(242,141)",6975,-242141.0,6975.0,2016,165,감사보고서_2016.htm
세액공제의 이월로 인한 이연법인세변동액,6064,220393,6064.0,220393.0,2016,165,감사보고서_2016.htm
일시적차이로 인한 이연법인세변동액,651250,"(1,322,544)",651250.0,-1322544.0,2016,165,감사보고서_2016.htm
3. 자본에 직접 부가되는 법인세부담액,-,(434),0.0,-434.0,2016,165,감사보고서_2016.htm
법인세비용,3145325,2114148,3145325.0,2114148.0,2016,165,감사보고서_2016.htm
법인세비용차감전순이익,14725074,14352617,14725074.0,14352617.0,2016,167,감사보고서_2016.htm
적용세율에 따른 법인세비용(*),3563468,3473333,3563468.0,3473333.0,2016,167,감사보고서_2016.htm
세무상 과세되지 않는 수익,"(597,020)","(26,860)",-597020.0,-26860.0,2016,167,감사보고서_2016.htm
세무상 차감되지 않는 비용,209410,90927,209410.0,90927.0,2016,167,감사보고서_2016.htm
세액공제,"(141,057)","(571,441)",-141057.0,-571441.0,2016,167,감사보고서_2016.htm
기타,110524,"(851,811)",110524.0,-851811.0,2016,167,감사보고서_2016.htm
법인세비용,3145325,2114148,3145325.0,2114148.0,2016,167,감사보고서_2016.htm
12개월 이내에 결제될 이연법인세자산(부채),1482209,1380678,1482209.0,1380678.0,2016,173,감사보고서_2016.htm
12개월 이후에 결제될 이연법인세자산(부채),"(1,371,970)","(514,775)",-1371970.0,-514775.0,2016,173,감사보고서_2016.htm
계,110239,865903,110239.0,865903.0,2016,173,감사보고서_2016.htm
당기순이익,11579749,12238469,11579749.0,12238469.0,2016,175,감사보고서_2016.htm
당기순이익 중 보통주 해당분,10149221,10681617,10149221.0,10681617.0,2016,175,감사보고서_2016.htm
÷ 가중평균유통보통주식수,124375,129190,124375.0,129190.0,2016,175,감사보고서_2016.htm
기본 보통주 주당이익(단위: 원),81602,82682,81602.0,82682.0,2016,175,감사보고서_2016.htm
당기순이익,11579749,12238469,11579749.0,12238469.0,2016,177,감사보고서_2016.htm
당기순이익 중 우선주 해당분,1430528,1556852,1430528.0,1556852.0,2016,177,감사보고서_2016.htm
÷ 가중평균유통우선주식수,17692,19519,17692.0,19519.0,2016,177,감사보고서_2016.htm
기본 우선주 주당이익(단위: 원),80857,79762,80857.0,79762.0,2016,177,감사보고서_2016.htm
보통주 희석순이익,10149221,10681618,10149221.0,10681618.0,2016,179,감사보고서_2016.htm
÷ 가중평균된 유통보통주식수와  희석성 잠재적보통주의 합산 주식수,124375,129192,124375.0,129192.0,2016,179,감사보고서_2016.htm
희석 보통주 주당이익(단위: 원),81602,82680,81602.0,82680.0,2016,179,감사보고서_2016.htm
우선주 희석순이익,1430528,1556851,1430528.0,1556851.0,2016,181,감사보고서_2016.htm
÷ 가중평균된 유통우선주식수와  희석성 잠재적우선주의 합산 주식수,17692,19519,17692.0,19519.0,2016,181,감사보고서_2016.htm
희석 우선주 주당이익(단위:원),80857,79762,80857.0,79762.0,2016,181,감사보고서_2016.htm
1. 법인세비용,3145325,2114148,3145325.0,2114148.0,2016,183,감사보고서_2016.htm
2. 금융수익,"(1,418,699)","(1,139,219)",-1418699.0,-1139219.0,2016,183,감사보고서_2016.htm
3. 금융비용,1056546,794986,1056546.0,794986.0,2016,183,감사보고서_2016.htm
